"fecha_deposito","numero_expediente","importe_aprobado","nombre_hospital","codigo_refes","id_provincia","provincia"
"2018-03-15","23985/2017",4316,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","23987/2017",12826,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","24040/2017",32324,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","24638/2017",4188,"HOSPITAL CENTRAL RIO CUARTO",5.0141e+13,14,"CORDOBA"
"2018-03-15","24842/2017",28867,"HOSPITAL SANTA ROSA DE RIO PRIMERO",1.01411e+13,14,"CORDOBA"
"2018-03-15","24864/2017",5914,"INSTITUTO PROVINCIAL DE ODONTOLOGIA ""DR. DANIEL JOSE FERRERO""",,14,"CORDOBA"
"2018-03-15","24930/2016",2496,"HOSPITAL SAN ROQUE",1.01401e+13,14,"CORDOBA"
"2018-03-15","25800/2016",208,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","25839/2016",1646,"INSTITUTO ONCOLOGICO DR. JOSE MIGUEL URRUTIA",1.41401e+13,14,"CORDOBA"
"2018-03-15","25847/2016",7000,"HOSPITAL DE SANTA ROSA DE CALAMUCHITA",1.01401e+13,14,"CORDOBA"
"2018-03-15","25871/2016",51145.3,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","25883/2016",208,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","25934/2017",1222,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","26952/2016",416,"HOSPITAL CORDOBA",1.01401e+13,14,"CORDOBA"
"2018-03-15","27264/2017",3708,"HOSPITAL CENTRO DE SALUD MUNICIPAL.",5.01418e+13,14,"CORDOBA"
"2018-03-15","27265/2016",9480,"HOSPITAL TRANSITO CACERES DE ALLENDE",1.01401e+13,14,"CORDOBA"
"2018-03-15","27479/2016",5245,"HOSPITAL TRANSITO CACERES DE ALLENDE",1.01401e+13,14,"CORDOBA"
"2018-03-15","28058/2017",857871.5,"HOSPITAL CORDOBA",1.01401e+13,14,"CORDOBA"
"2018-03-15","28286/2017",14513.22,"HOSPITAL DR. AURELIO CRESPO",1.01403e+13,14,"CORDOBA"
"2018-03-15","28287/2017",9506,"HOSPITAL DR. AURELIO CRESPO",1.01403e+13,14,"CORDOBA"
"2018-03-15","28374/2017",3896,"HOSPITAL MUNICIPAL DR. SALVADOR SCAVUZZO",1.01416e+13,14,"CORDOBA"
"2018-03-15","28375/2017",2956,"HOSPITAL MUNICIPAL DR. SALVADOR SCAVUZZO",1.01416e+13,14,"CORDOBA"
"2018-03-15","28435/2017",19797,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","28436/2017",20515,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","28439/2017",14821,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","28447/2016",2635,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","28489/2016",30059.48,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","28665/2017",898,"HOSPITAL MUNICIPAL DESPEÑADEROS.",1.01415e+13,14,"CORDOBA"
"2018-03-15","29958/2016",2350,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","30147/2017",9935.48,"HOSPITAL RAMON J. CARCANO",1.01408e+13,14,"CORDOBA"
"2018-03-15","30149/2017",17333,"HOSPITAL RAMON J. CARCANO",1.01408e+13,14,"CORDOBA"
"2018-03-15","30154/2017",70257.76,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","30155/2017",45035.69,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","30357/2017",1383,"CENTRO DE SALUD DOÑA EMILIA MENENDEZ",5.01401e+13,14,"CORDOBA"
"2018-03-15","30394/2017",1153,"DISPENSARIO MUNICIPAL DR.TOMAS BOSIO",5.01401e+13,14,"CORDOBA"
"2018-03-15","30396/2017",1659,"CAPS MENDIOLAZA",5.01402e+13,14,"CORDOBA"
"2018-03-15","30505/2017",553,"CAPS MENDIOLAZA",5.01402e+13,14,"CORDOBA"
"2018-03-15","30506/2017",711,"CAPS MENDIOLAZA",5.01402e+13,14,"CORDOBA"
"2018-03-15","30647/2017",3792,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","30648/2017",4296,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","30650/2017",4356,"HOSPITAL DR. AURELIO CRESPO",1.01403e+13,14,"CORDOBA"
"2018-03-15","30654/2017",3366,"HOSPITAL DR. AURELIO CRESPO",1.01403e+13,14,"CORDOBA"
"2018-03-15","30750/2017",3381,"HOSPITAL MUNICIPAL SAN ROQUE",1.01418e+13,14,"CORDOBA"
"2018-03-15","30790/2017",7040,"HOSPITAL RAMON J. CARCANO",1.01408e+13,14,"CORDOBA"
"2018-03-15","31575/2017",10126,"HOSPITAL CORDOBA",1.01401e+13,14,"CORDOBA"
"2018-03-15","31578/2017",1064.92,"HOSPITAL PROVINCIAL RIO TERCERO",1.01416e+13,14,"CORDOBA"
"2018-03-15","31593/2017",4947.35,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","31599/2017",6798,"HOSPITAL SANTA ROSA DE RIO PRIMERO",1.01411e+13,14,"CORDOBA"
"2018-03-15","31751/2016",973,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","32094/2016",21190,"HOSPITAL ZONAL DE OLIVA",1.01416e+13,14,"CORDOBA"
"2018-03-15","32131/2016",2500,"HOSPITAL SAN ROQUE",1.01401e+13,14,"CORDOBA"
"2018-03-15","32508/2017",948,"DISPENSARIO MUNICIPAL LA PALESTINA",5.01404e+13,14,"CORDOBA"
"2018-03-15","32526/2016",22261,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","32563/2016",11441,"HOSPITAL PEDIATRICO DEL NIÑO JESUS",1.11401e+13,14,"CORDOBA"
"2018-03-15","32582/2016",2363,"HOSPITAL PEDIATRICO DEL NIÑO JESUS",1.11401e+13,14,"CORDOBA"
"2018-03-15","32583/2016",2538,"HOSPITAL PEDIATRICO DEL NIÑO JESUS",1.11401e+13,14,"CORDOBA"
"2018-03-15","32799/2017",4527,"HOSPITAL SANTA ROSA DE RIO PRIMERO",1.01411e+13,14,"CORDOBA"
"2018-03-15","32846/2017",6862.12,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","32896/2017",3708,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","33081/2017",1725,"CENTRO DE SALUD DOÑA EMILIA MENENDEZ",5.01401e+13,14,"CORDOBA"
"2018-03-15","33125/2017",2321,"DISPENSARIO DR. AGUSTIN CAEIRO",5.01401e+13,14,"CORDOBA"
"2018-03-15","33130/2017",711,"DISPENSARIO DR. AGUSTIN CAEIRO",5.01401e+13,14,"CORDOBA"
"2018-03-15","33227/2017",940,"CENTRO DE SALUD MUNICIPAL COLONIA TIROLESA - DR. ARTURO ILLIA",5.01402e+13,14,"CORDOBA"
"2018-03-15","33396/2017",832,"HOSPITAL MUNICIPAL DE VILLA DEL TOTORAL",1.01417e+13,14,"CORDOBA"
"2018-03-15","33432/2017",2427,"HOSPITAL MUNICIPAL DE ALCIRA",1.0141e+13,14,"CORDOBA"
"2018-03-15","33433/2017",3140,"HOSPITAL MUNICIPAL DE ALCIRA",1.0141e+13,14,"CORDOBA"
"2018-03-15","33434/2017",2594,"HOSPITAL MUNICIPAL DE ALCIRA",1.0141e+13,14,"CORDOBA"
"2018-03-15","33435/2017",10076,"HOSPITAL MUNICIPAL DE ALCIRA",1.0141e+13,14,"CORDOBA"
"2018-03-15","33437/2017",28114.84,"HOSPITAL MUNICIPAL DE ALCIRA",1.0141e+13,14,"CORDOBA"
"2018-03-15","33438/2017",46336,"HOSPITAL MUNICIPAL DE ALCIRA",1.0141e+13,14,"CORDOBA"
"2018-03-15","33442/2017",2032,"HOSPITAL MUNICIPAL CRUZ ALTA.",1.01406e+13,14,"CORDOBA"
"2018-03-15","33569/2017",10911,"DISPENSARIO MUNICIPAL SAN ROQUE",5.01416e+13,14,"CORDOBA"
"2018-03-15","33570/2017",1537,"DISPENSARIO MUNICIPAL SAN ROQUE",5.01416e+13,14,"CORDOBA"
"2018-03-15","33571/2017",5111,"HOSPITAL MUNICIPAL DR. DIEGO MONTOYA",1.01414e+13,14,"CORDOBA"
"2018-03-15","33572/2017",24226.02,"HOSPITAL MUNICIPAL CORONEL MOLDES",1.0141e+13,14,"CORDOBA"
"2018-03-15","33573/2017",3122,"HOSPITAL DR. ALFREDO GARCIA",5.01404e+13,14,"CORDOBA"
"2018-03-15","33574/2017",1254,"HOSPITAL DR. ALFREDO GARCIA",5.01404e+13,14,"CORDOBA"
"2018-03-15","33584/2017",3403,"HOSPITAL DR. ALFREDO GARCIA",5.01404e+13,14,"CORDOBA"
"2018-03-15","33586/2017",1980,"HOSPITAL MUNICIPAL DE INRIVILLE.",1.01406e+13,14,"CORDOBA"
"2018-03-15","33587/2017",1557,"HOSPITAL MUNICIPAL DE ALCIRA",1.0141e+13,14,"CORDOBA"
"2018-03-15","33588/2017",32972.02,"HOSPITAL MUNICIPAL DE INRIVILLE.",1.01406e+13,14,"CORDOBA"
"2018-03-15","33589/2017",6728,"HOSPITAL DE LA COMUNIDAD DE GENERAL DEHEZA",1.01406e+13,14,"CORDOBA"
"2018-03-15","33590/2017",24751.45,"HOSPITAL DE LA COMUNIDAD DE GENERAL DEHEZA",1.01406e+13,14,"CORDOBA"
"2018-03-15","33657/2017",1092,"DISPENSARIO MUNICIPAL HILCIO WEIHMULLER",5.01404e+13,14,"CORDOBA"
"2018-03-15","33694/2017",25441,"HTAL. MUNICIPAL LA CUMBRE",1.01409e+13,14,"CORDOBA"
"2018-03-15","33695/2017",42735,"HTAL. MUNICIPAL LA CUMBRE",1.01409e+13,14,"CORDOBA"
"2018-03-15","33706/2017",18040,"CENTRO DE SALUD MUNICIPAL DR. LUIS V. RODRIGUEZ",1.01408e+13,14,"CORDOBA"
"2018-03-15","33715/2017",158335,"CENTRO DE SALUD MUNICIPAL DR. LUIS V. RODRIGUEZ",1.01408e+13,14,"CORDOBA"
"2018-03-15","33885/2017",31811,"HOSPITAL PARA LA COMUNIDAD LUIS AGOTE DE SILVIO PELLICO",1.01404e+13,14,"CORDOBA"
"2018-03-15","33887/2017",59953.01,"CENTRO DE SALUD MUNICIPAL DE ETRURIA",1.01404e+13,14,"CORDOBA"
"2018-03-15","33894/2017",19350,"DISPENSARIO ESTACION GENERAL PAZ",5.01402e+13,14,"CORDOBA"
"2018-03-15","33895/2017",1452,"DISPENSARIO ESTACION GENERAL PAZ",5.01402e+13,14,"CORDOBA"
"2018-03-15","33898/2017",39320.96,"HOSPITAL MATERNO PROVINCIAL FELIPE LUCINI",1.21401e+13,14,"CORDOBA"
"2018-03-15","33899/2017",118658.44,"HOSPITAL MATERNO PROVINCIAL FELIPE LUCINI",1.21401e+13,14,"CORDOBA"
"2018-03-15","33900/2017",1766,"DISPENSARIO ESTACION GENERAL PAZ",5.01402e+13,14,"CORDOBA"
"2018-03-15","33901/2017",3601,"INSTITUTO PROVINCIAL DE ODONTOLOGIA ""DR. DANIEL JOSE FERRERO""",,14,"CORDOBA"
"2018-03-15","33903/2017",1801,"INSTITUTO PROVINCIAL DE ODONTOLOGIA ""DR. DANIEL JOSE FERRERO""",,14,"CORDOBA"
"2018-03-15","33904/2017",1890,"INSTITUTO PROVINCIAL DE ODONTOLOGIA ""DR. DANIEL JOSE FERRERO""",,14,"CORDOBA"
"2018-03-15","33905/2017",1367,"INSTITUTO PROVINCIAL DE ODONTOLOGIA ""DR. DANIEL JOSE FERRERO""",,14,"CORDOBA"
"2018-03-15","34082/2017",511515,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34087/2017",2538.45,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34090/2017",11792,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34095/2017",2281,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34097/2017",1893,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34100/2017",6459,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34101/2017",6454,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34102/2017",8940,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34103/2017",4172,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34104/2017",244764.1,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34110/2017",2145,"HOSPITAL VECINAL TANCACHA.",1.01416e+13,14,"CORDOBA"
"2018-03-15","34111/2017",2106,"HOSPITAL VECINAL TANCACHA.",1.01416e+13,14,"CORDOBA"
"2018-03-15","34112/2017",1426,"HOSPITAL VECINAL TANCACHA.",1.01416e+13,14,"CORDOBA"
"2018-03-15","34113/2017",1730,"HOSPITAL VECINAL TANCACHA.",1.01416e+13,14,"CORDOBA"
"2018-03-15","34114/2017",1294,"HOSPITAL VECINAL TANCACHA.",1.01416e+13,14,"CORDOBA"
"2018-03-15","34115/2017",2267,"HOSPITAL VECINAL TANCACHA.",1.01416e+13,14,"CORDOBA"
"2018-03-15","34117/2017",1076,"HOSPITAL VECINAL MUNICIPAL",1.01404e+13,14,"CORDOBA"
"2018-03-15","34118/2017",2077,"HOSPITAL VECINAL MUNICIPAL",1.01404e+13,14,"CORDOBA"
"2018-03-15","34119/2017",26911,"HOSPITAL VECINAL MUNICIPAL",1.01404e+13,14,"CORDOBA"
"2018-03-15","34134/2017",37144.04,"HOSPITAL DOMINGO FUNES",1.01409e+13,14,"CORDOBA"
"2018-03-15","34137/2017",9959,"HOSPITAL DOMINGO FUNES",1.01409e+13,14,"CORDOBA"
"2018-03-15","34142/2017",146307.24,"HOSPITAL DOMINGO FUNES",1.01409e+13,14,"CORDOBA"
"2018-03-15","34149/2017",3482.4,"HOSPITAL SAN JOSE DE LA DORMIDA",1.01418e+13,14,"CORDOBA"
"2018-03-15","34153/2017",32159,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","34155/2017",15125.5,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","34158/2017",11021,"HOSPITAL PROVINCIAL PROFESOR JOSE M. URRUTIA",1.01402e+13,14,"CORDOBA"
"2018-03-15","34160/2017",21972,"HOSPITAL PROVINCIAL PROFESOR JOSE M. URRUTIA",1.01402e+13,14,"CORDOBA"
"2018-03-15","34162/2017",3325,"HOSPITAL PROVINCIAL PROFESOR JOSE M. URRUTIA",1.01402e+13,14,"CORDOBA"
"2018-03-15","34165/2017",1288,"INSTITUTO ONCOLOGICO DR. JOSE MIGUEL URRUTIA",1.41401e+13,14,"CORDOBA"
"2018-03-15","34166/2017",18032,"INSTITUTO ONCOLOGICO DR. JOSE MIGUEL URRUTIA",1.41401e+13,14,"CORDOBA"
"2018-03-15","34167/2017",23184,"INSTITUTO ONCOLOGICO DR. JOSE MIGUEL URRUTIA",1.41401e+13,14,"CORDOBA"
"2018-03-15","34168/2017",18032,"INSTITUTO ONCOLOGICO DR. JOSE MIGUEL URRUTIA",1.41401e+13,14,"CORDOBA"
"2018-03-15","34169/2017",24552,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","34170/2017",24552,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","34171/2017",31810,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","34172/2017",15740,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","34173/2017",17820,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","34174/2017",61664.51,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","34176/2017",23760,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","34179/2017",75120,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","34180/2017",9784,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","34181/2017",56542,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","34182/2017",5923,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","34183/2017",55925.43,"HOSPITAL MATERNO PROVINCIAL FELIPE LUCINI",1.21401e+13,14,"CORDOBA"
"2018-03-15","34184/2017",22110,"HOSPITAL DE SANTA ROSA DE CALAMUCHITA",1.01401e+13,14,"CORDOBA"
"2018-03-15","34185/2017",2399,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34186/2017",4039,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34187/2017",16352.81,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34253/2017",34810.51,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34257/2017",10671.13,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34264/2017",31333.02,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34281/2017",1250,"HOSPITAL TRANSITO CACERES DE ALLENDE",1.01401e+13,14,"CORDOBA"
"2018-03-15","34282/2017",1284,"CENTRO DE SALUD PRIMARIA MUNICIPAL DE TIO PUJIO (CORDOBA).",5.01404e+12,14,"CORDOBA"
"2018-03-15","34283/2017",4883,"CENTRO DE SALUD PRIMARIA MUNICIPAL DE TIO PUJIO (CORDOBA).",5.01404e+12,14,"CORDOBA"
"2018-03-15","34284/2017",2358,"HOSPITAL DISPENSARIO MUNICIPAL LA GRANJA",5.01411e+13,14,"CORDOBA"
"2018-03-15","34285/2017",4379,"CENTRO DE SALUD COMUNAL DE GENERAL FOTHERINGHAM",5.01416e+13,14,"CORDOBA"
"2018-03-15","34286/2017",8590,"HOSPITAL  DR.CLAUDIO RODRIGUEZ",1.01418e+13,14,"CORDOBA"
"2018-03-15","34288/2017",2245,"HOSPITAL MUNICIPAL SANTA RITA",1.01417e+13,14,"CORDOBA"
"2018-03-15","34289/2017",19321.56,"HOSPITAL TRANSITO CACERES DE ALLENDE",1.01401e+13,14,"CORDOBA"
"2018-03-15","34290/2017",1294,"HOSPITAL MUNICIPAL SANTA RITA",1.01417e+13,14,"CORDOBA"
"2018-03-15","34292/2017",1852,"HOSPITAL MUNICIPAL SANTA RITA",1.01417e+13,14,"CORDOBA"
"2018-03-15","34293/2017",1836,"HOSPITAL MUNICIPAL SANTA RITA",1.01417e+13,14,"CORDOBA"
"2018-03-15","34294/2017",2037,"HOSPITAL MUNICIPAL SANTA RITA",1.01417e+13,14,"CORDOBA"
"2018-03-15","34298/2017",1871,"HOSPITAL TRANSITO CACERES DE ALLENDE",1.01401e+13,14,"CORDOBA"
"2018-03-15","34311/2017",7328,"HOSPITAL TRANSITO CACERES DE ALLENDE",1.01401e+13,14,"CORDOBA"
"2018-03-15","34313/2017",44319,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34314/2017",2844,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","34315/2017",22368.34,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","34317/2017",8700,"CENTRO DE SALUD PRIMARIA MUNICIPAL DE TIO PUJIO (CORDOBA).",5.01404e+12,14,"CORDOBA"
"2018-03-15","34373/2017",47797.29,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","34374/2017",78163.78,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","34375/2017",154045.93,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","34376/2017",948,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","34377/2017",29605,"HOSPITAL PROVINCIAL RIO TERCERO",1.01416e+13,14,"CORDOBA"
"2018-03-15","34378/2017",4909,"HOSPITAL PROVINCIAL RIO TERCERO",1.01416e+13,14,"CORDOBA"
"2018-03-15","34379/2017",10735,"HOSPITAL PROVINCIAL RIO TERCERO",1.01416e+13,14,"CORDOBA"
"2018-03-15","34380/2017",16076,"HOSPITAL COLONIA SANTA MARIA",1.31409e+13,14,"CORDOBA"
"2018-03-15","34381/2017",17066,"HOSPITAL COLONIA SANTA MARIA",1.31409e+13,14,"CORDOBA"
"2018-03-15","35206/2016",7019.94,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","35208/2016",28399.56,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","36346/2016",1597,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","36662/2016",15080,"HOSPITAL FLORENCIO DIAZ",1.01401e+13,14,"CORDOBA"
"2018-03-15","36717/2016",51279.84,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","36880/2016",624,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","36898/2016",42663.48,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","36953/2016",14946,"HOSPITAL REGIONAL VILLA DOLORES",1.01413e+13,14,"CORDOBA"
"2018-03-15","37118/2016",12969.59,"HOSPITAL NUESTRA SEÑORA DE LA MISERICORDIA",1.01401e+13,14,"CORDOBA"
"2018-03-15","37697/2016",1181,"HOSPITAL MATERNO INFANTIL DR. ARTURO U. ILLIA",5.01402e+13,14,"CORDOBA"
"2018-03-15","41044/2016",604,"HOSPITAL DE SANTA ROSA DE CALAMUCHITA",1.01401e+13,14,"CORDOBA"
"2018-03-15","4123/2017",12004.4,"HOSPITAL RAWSON",1.01401e+13,14,"CORDOBA"
"2018-03-15","43126/2016",251,"INSTITUTO PROVINCIAL DE ODONTOLOGIA ""DR. DANIEL JOSE FERRERO""",,14,"CORDOBA"
"2018-03-15","43394/2016",60899.36,"HOSPITAL NUESTRA SEÑORA DE LA MISERICORDIA",1.01401e+13,14,"CORDOBA"
"2018-03-15","43757/2016",33113.04,"HOSPITAL LOUIS PASTEUR",1.01404e+13,14,"CORDOBA"
"2018-03-15","43883/2016",18518.61,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44305/2016",951,"HOSPITAL JOSE BERNARDO ITURRASPE",5.01414e+13,14,"CORDOBA"
"2018-03-15","44498/2016",22112,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44508/2016",1228,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44509/2016",208,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44523/2016",8000,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44525/2016",23959,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44526/2016",7738.88,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44545/2016",5432,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44549/2016",147759.26,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","44551/2016",63546.07,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","45146/2016",52614.08,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","46049/2016",3429,"HOSPITAL COMPLEJO ASISTENCIAL BELL VILLE (DR. JOSE ANTONIO CEBALLOS)",1.01418e+13,14,"CORDOBA"
"2018-03-15","46214/2016",17183.53,"HOSPITAL NUESTRA SEÑORA DE LA MISERICORDIA",1.01401e+13,14,"CORDOBA"
"2018-03-15","46387/2016",161524.98,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","49421/2016",2483,"HOSPITAL DOMINGO FUNES",1.01409e+13,14,"CORDOBA"
"2018-03-15","50887/2016",67065.81,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","50889/2016",75417.83,"HOSPITAL MATERNO NEONATAL",1.21401e+13,14,"CORDOBA"
"2018-03-15","50892/2016",47374.95,"HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD",1.11401e+13,14,"CORDOBA"
"2018-03-15","50904/2016",3648,"HOSPITAL DOMINGO FUNES",1.01409e+13,14,"CORDOBA"
"2018-03-15","50908/2016",2012,"HOSPITAL PEDIATRICO DEL NIÑO JESUS",1.11401e+13,14,"CORDOBA"
"2018-03-15","51316/2016",19792.76,"HOSPITAL PEDIATRICO DEL NIÑO JESUS",1.11401e+13,14,"CORDOBA"
"2018-03-15","51325/2016",13553,"HOSPITAL PEDIATRICO DEL NIÑO JESUS",1.11401e+13,14,"CORDOBA"
"2018-03-15","51332/2016",5292,"HOSPITAL SANTA ROSA DE RIO PRIMERO",1.01411e+13,14,"CORDOBA"
